Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Budget_Category,ROI_Category,Subscription_Length_Category,Discount_Category,Satisfaction_Category
21433.2,850,216,91532.2,1.3,Standard,7,56,56,444.09,2,Innovative,Medium,Poor,Short,Very High,Low
28482.93,3282,430,7356.47,0.7,Basic,19,56,103,327.9,4,Stylish,High,Poor,Long,Very High,High
40333.85,1914,58,32481.26,3.27,Standard,22,55,131,426.98,2,Affordable,Very High,Good,Long,Very High,Low
25533.63,4400,730,20030.97,3.61,Premium,1,20,150,173.8,2,Affordable,High,Good,Short,Low,Low
22160.81,4120,178,8202.51,3.0,Premium,9,62,33,162.14,2,Stylish,Medium,Good,Short,Very High,Low
37761.49,3195,824,34142.03,2.47,Basic,13,19,67,359.81,3,Durable,High,Average,Medium,Low,Medium
25361.14,3212,218,8022.31,1.32,Standard,8,12,156,329.09,3,Stylish,High,Poor,Short,Low,Medium
29944.29,1701,927,44351.64,2.33,Standard,23,35,51,484.58,2,Durable,High,Average,Long,Medium,Low
16928.7,2653,687,4681.89,1.68,Basic,23,55,126,127.91,3,Innovative,Medium,Average,Long,Very High,Medium
5432.65,4150,732,67077.6,4.87,Basic,28,35,152,251.31,3,Stylish,Low,Excellent,Very Long,Medium,Medium
14881.54,771,518,37302.41,1.35,Premium,29,52,1,281.87,4,Stylish,Medium,Poor,Very Long,High,High
12505.23,4933,875,86832.66,3.05,Basic,25,49,180,240.22,4,Affordable,Low,Good,Long,High,High
29572.54,3730,691,87334.41,3.58,Standard,28,34,152,283.16,1,Affordable,High,Good,Very Long,Medium,Low
4513.13,2751,278,22949.55,3.59,Basic,16,54,129,499.29,3,Durable,Low,Good,Medium,High,Medium
39571.87,3101,191,62916.28,4.3,Basic,21,57,138,471.04,3,Stylish,Very High,Excellent,Long,Very High,Medium
17668.1,2620,6,34757.05,3.19,Standard,6,23,76,129.35,3,Affordable,Medium,Good,Short,Low,Medium
48230.97,1437,964,74925.28,1.59,Premium,22,36,32,145.02,1,Affordable,Very High,Poor,Long,Medium,Low
4569.17,4692,852,28229.03,0.76,Standard,14,60,107,65.28,4,Affordable,Low,Poor,Medium,Very High,High
22718.31,4077,20,2174.15,3.6,Premium,15,54,70,315.46,4,Affordable,Medium,Good,Medium,High,High
9305.13,2934,323,41594.82,1.86,Standard,8,23,136,346.12,2,Innovative,Low,Average,Short,Low,Low
47080.93,1736,262,13261.16,2.62,Basic,22,14,101,124.65,3,Durable,Very High,Average,Long,Low,Medium
38607.05,1020,42,35864.04,3.78,Standard,5,52,37,210.75,4,Innovative,Very High,Good,Short,High,High
7265.66,1680,614,69628.12,2.25,Basic,4,28,64,357.45,1,Innovative,Low,Average,Short,Medium,Low
2664.77,613,262,37292.77,2.2,Premium,17,21,35,492.51,2,Stylish,Low,Average,Medium,Low,Low
44079.41,3652,328,35206.4,4.54,Standard,2,52,110,162.84,4,Stylish,Very High,Excellent,Short,High,High
9081.67,352,786,23459.89,4.49,Premium,22,29,174,248.06,2,Stylish,Low,Excellent,Long,Medium,Low
29356.25,3925,1,41566.26,3.05,Basic,33,52,126,281.38,1,Durable,High,Good,Very Long,High,Low
5823.37,2662,631,43062.46,1.76,Basic,32,22,47,218.76,2,Stylish,Low,Average,Very Long,Low,Low
49827.04,1818,589,80181.31,0.71,Premium,8,17,78,169.55,3,Innovative,Very High,Poor,Short,Low,Medium
49616.89,73,282,35804.87,3.05,Standard,14,33,111,170.46,1,Affordable,Very High,Good,Medium,Medium,Low
836.61,4901,953,18225.7,2.72,Basic,8,69,55,76.53,1,Durable,Low,Average,Short,Very High,Low
19753.49,2237,618,74421.89,3.45,Standard,25,32,177,200.81,3,Innovative,Medium,Good,Long,Medium,Medium
46850.63,4834,312,34437.49,1.96,Basic,31,22,66,293.65,1,Durable,Very High,Average,Very Long,Low,Low
14681.1,1286,713,65120.87,2.23,Premium,35,40,192,476.82,2,Innovative,Medium,Average,Very Long,High,Low
42204.11,55,292,74872.6,0.95,Standard,3,14,41,424.25,4,Affordable,Very High,Poor,Short,Low,High
12483.83,2949,519,61386.65,3.13,Standard,23,69,168,247.63,2,Affordable,Low,Good,Long,Very High,Low
43291.97,3044,351,49957.57,3.25,Premium,11,40,152,369.23,2,Affordable,Very High,Good,Medium,High,Low
10358.0,4639,958,11895.37,3.61,Premium,27,23,184,314.96,2,Affordable,Low,Good,Long,Low,Low
34396.68,4217,945,87815.78,4.17,Standard,30,62,35,218.38,3,Innovative,High,Excellent,Very Long,Very High,Medium
2858.27,3027,891,44468.89,2.29,Standard,18,51,141,472.56,4,Affordable,Low,Average,Medium,High,High
15334.57,532,606,60423.22,3.01,Premium,15,64,12,284.23,3,Innovative,Medium,Good,Medium,Very High,Medium
36137.52,1848,128,87162.2,1.32,Basic,28,43,164,450.47,4,Affordable,High,Poor,Very Long,High,High
9733.3,731,749,87587.89,4.41,Premium,12,39,142,114.56,1,Durable,Low,Excellent,Medium,Medium,Low
38518.85,3916,76,18849.21,2.65,Basic,26,56,91,257.06,2,Durable,Very High,Average,Long,Very High,Low
25830.11,4715,896,63021.72,2.34,Basic,12,24,184,407.99,2,Affordable,High,Average,Medium,Low,Low
39514.91,2345,554,78133.8,1.58,Basic,34,69,38,377.24,4,Stylish,Very High,Poor,Very Long,Very High,High
25123.01,908,986,51256.47,1.02,Standard,30,47,92,428.24,4,Durable,High,Poor,Very Long,High,High
44005.98,2110,152,86449.71,4.54,Standard,2,27,161,400.47,4,Durable,Very High,Excellent,Short,Medium,High
34631.44,1342,658,57101.56,1.69,Standard,30,68,199,199.29,3,Stylish,High,Average,Very Long,Very High,Medium
8240.76,1443,435,10213.69,3.93,Basic,22,22,83,425.41,1,Affordable,Low,Excellent,Long,Low,Low
23480.99,3798,568,84871.71,2.78,Basic,28,41,85,172.0,4,Innovative,Medium,Good,Very Long,High,High
14129.11,2343,461,8517.0,2.51,Premium,4,29,68,118.41,2,Durable,Medium,Average,Short,Medium,Low
9207.94,3697,891,73279.52,2.65,Standard,1,68,142,204.02,4,Stylish,Low,Average,Short,Very High,High
31800.75,1464,260,56797.66,4.38,Basic,34,19,127,200.06,2,Innovative,High,Excellent,Very Long,Low,Low
38701.05,1602,341,5610.21,3.33,Basic,1,31,162,397.43,4,Innovative,Very High,Good,Short,Medium,High
41406.73,630,742,88912.21,3.28,Standard,34,64,175,147.77,2,Durable,Very High,Good,Very Long,Very High,Low
37463.44,538,786,97456.88,2.27,Premium,30,36,80,282.87,1,Innovative,High,Average,Very Long,Medium,Low
46417.91,3159,592,67709.25,0.75,Standard,31,57,96,159.24,4,Affordable,Very High,Poor,Very Long,Very High,High
27198.79,4948,282,74355.96,1.1,Basic,32,12,166,130.9,2,Stylish,High,Poor,Very Long,Low,Low
20469.85,4318,322,7760.33,4.75,Basic,20,26,114,222.41,2,Affordable,Medium,Excellent,Long,Medium,Low
1105.36,728,59,67125.85,4.41,Basic,15,50,1,461.27,1,Innovative,Low,Excellent,Medium,High,Low
43242.67,1789,51,69745.84,3.09,Premium,6,14,120,460.33,3,Durable,Very High,Good,Short,Low,Medium
43666.42,418,662,64148.14,1.07,Premium,9,20,54,145.51,2,Durable,Very High,Poor,Short,Low,Low
43111.71,4908,390,20010.49,2.13,Standard,2,53,155,304.91,1,Innovative,Very High,Average,Short,High,Low
45328.72,4635,932,86244.28,1.73,Standard,20,10,179,418.97,3,Innovative,Very High,Average,Long,Low,Medium
34013.08,4891,184,83293.71,2.08,Premium,28,61,20,369.92,1,Affordable,High,Average,Very Long,Very High,Low
5643.17,2579,499,69315.53,2.23,Standard,14,58,89,460.29,3,Stylish,Low,Average,Medium,Very High,Medium
18966.61,3875,260,31546.48,3.29,Premium,16,64,197,68.73,3,Innovative,Medium,Good,Medium,Very High,Medium
8830.21,4347,481,94851.85,1.31,Premium,18,57,84,178.17,1,Innovative,Low,Poor,Medium,Very High,Low
14796.39,4373,102,39497.21,3.98,Premium,30,66,44,322.13,1,Innovative,Medium,Excellent,Very Long,Very High,Low
28302.79,4072,947,31596.96,1.02,Standard,19,41,23,289.06,2,Innovative,High,Poor,Long,High,Low
21938.2,3936,446,76368.52,3.55,Premium,13,55,161,366.24,2,Stylish,Medium,Good,Medium,Very High,Low
9625.74,2623,918,56891.74,4.41,Premium,5,18,143,250.12,2,Durable,Low,Excellent,Short,Low,Low
31005.6,132,527,82408.0,3.92,Premium,21,33,171,181.22,2,Affordable,High,Excellent,Long,Medium,Low
19223.99,1182,267,86441.28,1.55,Premium,3,22,110,160.37,1,Affordable,Medium,Poor,Short,Low,Low
37145.31,751,828,44658.83,3.87,Basic,13,69,58,294.72,1,Durable,High,Good,Medium,Very High,Low
34841.8,3550,368,62638.84,0.91,Premium,26,54,11,442.56,1,Affordable,High,Poor,Long,High,Low
42098.7,3163,768,27644.84,2.31,Basic,17,40,129,56.58,1,Affordable,Very High,Average,Medium,High,Low
13985.19,2770,646,58219.03,4.08,Basic,29,51,57,131.44,2,Affordable,Medium,Excellent,Very Long,High,Low
49586.54,1816,475,48491.91,3.76,Basic,30,63,67,207.95,1,Durable,Very High,Good,Very Long,Very High,Low
13919.34,74,268,53124.92,2.94,Basic,14,60,185,233.23,1,Affordable,Medium,Good,Medium,Very High,Low
17255.47,1800,719,74230.49,4.4,Basic,29,11,66,451.1,1,Affordable,Medium,Excellent,Very Long,Low,Low
28300.78,3248,932,76678.85,3.35,Premium,29,53,73,361.77,3,Stylish,High,Good,Very Long,High,Medium
39834.29,4188,236,22483.88,2.43,Premium,24,63,101,298.25,4,Affordable,Very High,Average,Long,Very High,High
43683.93,3314,502,81092.56,1.48,Basic,32,43,119,149.36,1,Innovative,Very High,Poor,Very Long,High,Low
10163.49,1515,474,78093.05,1.17,Standard,18,31,191,148.22,4,Innovative,Low,Poor,Medium,Medium,High
17007.3,266,365,59117.83,4.03,Basic,26,43,117,248.27,2,Affordable,Medium,Excellent,Long,High,Low
43716.64,1707,311,45236.23,4.5,Standard,24,15,169,228.11,3,Stylish,Very High,Excellent,Long,Low,Medium
43384.5,3709,571,26886.64,1.88,Premium,35,25,82,250.24,2,Innovative,Very High,Average,Very Long,Medium,Low
48053.72,2280,273,58708.47,2.6,Standard,5,51,92,244.25,2,Innovative,Very High,Average,Short,High,Low
18728.46,4401,538,11743.02,2.45,Standard,10,11,159,56.45,2,Stylish,Medium,Average,Medium,Low,Low
29278.86,672,341,72853.65,4.45,Premium,29,35,96,105.84,2,Durable,High,Excellent,Very Long,Medium,Low
41196.32,1121,139,1358.43,1.15,Standard,8,61,172,449.98,4,Affordable,Very High,Poor,Short,Very High,High
11526.87,3789,541,32562.7,1.4,Standard,24,66,60,107.7,1,Stylish,Low,Poor,Long,Very High,Low
25525.71,856,608,59486.87,2.08,Premium,22,64,61,377.2,3,Innovative,High,Average,Long,Very High,Medium
11109.01,4232,781,78632.17,0.75,Premium,17,54,22,150.99,4,Innovative,Low,Poor,Medium,High,High
12866.98,3216,26,71396.43,3.03,Premium,29,18,38,77.91,2,Stylish,Medium,Good,Very Long,Low,Low
898.43,49,953,45460.25,0.78,Basic,26,62,112,113.3,2,Affordable,Low,Poor,Long,Very High,Low
16259.73,3786,312,50970.35,1.08,Premium,9,19,142,309.31,3,Durable,Medium,Poor,Short,Low,Medium
46574.71,1922,649,33831.05,2.76,Standard,31,69,188,285.18,3,Affordable,Very High,Good,Very Long,Very High,Medium
3099.48,1539,765,90129.79,4.16,Premium,12,66,151,164.69,4,Durable,Low,Excellent,Medium,Very High,High
34000.93,1288,879,94591.64,1.57,Standard,9,12,121,209.32,4,Innovative,High,Poor,Short,Low,High
23808.71,4495,746,96252.8,2.03,Standard,4,42,52,134.35,4,Innovative,Medium,Average,Short,High,High
29383.54,993,31,2531.51,4.82,Standard,27,24,91,462.08,3,Durable,High,Excellent,Long,Low,Medium
20542.12,1967,908,85767.1,4.69,Standard,30,48,89,156.23,3,Durable,Medium,Excellent,Very Long,High,Medium
7234.17,1175,539,95897.64,3.79,Standard,1,11,12,326.92,3,Affordable,Low,Good,Short,Low,Medium
20713.34,1951,559,72238.41,0.59,Basic,7,42,120,369.22,4,Durable,Medium,Poor,Short,High,High
11592.75,4491,629,17414.46,1.03,Premium,10,58,9,220.7,2,Durable,Low,Poor,Medium,Very High,Low
22646.44,883,389,47346.82,3.96,Premium,21,68,133,111.88,4,Durable,Medium,Excellent,Long,Very High,High
2494.09,4632,227,30308.81,0.82,Standard,32,47,199,415.89,1,Durable,Low,Poor,Very Long,High,Low
30306.13,2858,122,16648.62,4.72,Basic,26,16,42,136.45,2,Stylish,High,Excellent,Long,Low,Low
1836.38,670,319,80168.91,4.01,Premium,24,40,180,261.84,1,Affordable,Low,Excellent,Long,High,Low
7494.13,4819,82,66300.5,4.6,Standard,24,58,100,423.96,3,Innovative,Low,Excellent,Long,Very High,Medium
24655.08,2954,718,9304.83,3.63,Standard,24,57,127,298.52,2,Innovative,Medium,Good,Long,Very High,Low
32443.5,1908,821,24801.98,2.05,Basic,5,64,199,153.38,4,Innovative,High,Average,Short,Very High,High
37385.73,1726,488,44139.81,2.3,Basic,10,48,42,242.6,2,Durable,High,Average,Medium,High,Low
41635.86,3484,476,35503.63,2.61,Premium,33,62,153,118.36,3,Innovative,Very High,Average,Very Long,Very High,Medium
22929.1,2453,834,24928.44,3.22,Basic,32,17,7,305.35,4,Stylish,Medium,Good,Very Long,Low,High
25126.38,323,222,44520.0,4.17,Basic,3,43,23,302.02,1,Innovative,High,Excellent,Short,High,Low
5085.81,3701,672,23040.55,1.23,Basic,19,39,53,266.14,3,Stylish,Low,Poor,Long,Medium,Medium
24329.88,868,3,34151.2,0.81,Standard,23,60,4,79.54,3,Durable,Medium,Poor,Long,Very High,Medium
14412.29,1575,951,10807.43,3.1,Standard,15,13,4,255.61,4,Stylish,Medium,Good,Medium,Low,High
32955.04,1198,541,16283.06,4.31,Basic,32,39,141,191.99,4,Durable,High,Excellent,Very Long,Medium,High
2019.3,2222,392,42105.08,1.05,Standard,30,68,184,169.97,1,Durable,Low,Poor,Very Long,Very High,Low
19865.1,433,58,90697.97,0.76,Basic,34,63,187,418.95,4,Affordable,Medium,Poor,Very Long,Very High,High
29797.35,2729,205,8480.9,4.92,Premium,25,38,16,486.03,1,Stylish,High,Excellent,Long,Medium,Low
24069.09,4345,151,47075.58,4.5,Basic,9,29,100,139.97,4,Durable,Medium,Excellent,Short,Medium,High
11695.26,1087,316,14203.99,4.89,Standard,8,28,37,91.55,1,Stylish,Low,Excellent,Short,Medium,Low
631.39,593,25,59439.25,4.76,Premium,7,62,140,479.08,3,Innovative,Low,Excellent,Short,Very High,Medium
6500.95,3015,396,83822.29,2.0,Basic,19,50,196,209.0,3,Stylish,Low,Average,Long,High,Medium
1728.22,3826,251,36045.2,2.02,Premium,7,14,129,130.81,2,Innovative,Low,Average,Short,Low,Low
35731.52,4053,183,15777.65,2.21,Basic,2,59,193,230.23,2,Stylish,High,Average,Short,Very High,Low
11405.79,3230,390,24747.02,4.85,Premium,24,33,55,268.23,4,Stylish,Low,Excellent,Long,Medium,High
48038.93,672,467,37133.47,3.54,Standard,28,11,198,81.31,2,Stylish,Very High,Good,Very Long,Low,Low
45831.28,2815,227,46499.65,2.71,Basic,28,12,178,358.09,4,Affordable,Very High,Average,Very Long,Low,High
25789.79,515,151,32447.01,3.66,Premium,3,39,102,279.94,2,Affordable,High,Good,Short,Medium,Low
24284.48,757,249,78631.61,1.32,Standard,12,51,124,315.46,3,Stylish,Medium,Poor,Medium,High,Medium
49938.15,319,93,15913.78,4.61,Premium,6,50,93,130.54,4,Affordable,Very High,Excellent,Short,High,High
33433.09,1135,316,47159.58,2.08,Premium,8,38,64,332.91,4,Stylish,High,Average,Short,Medium,High
8488.48,4730,586,30978.89,0.92,Basic,31,17,44,214.28,3,Stylish,Low,Poor,Very Long,Low,Medium
43788.79,1927,747,71124.03,4.6,Premium,16,55,179,433.45,3,Innovative,Very High,Excellent,Medium,Very High,Medium
35773.69,2729,650,65505.89,2.96,Standard,5,63,132,62.4,3,Stylish,High,Good,Short,Very High,Medium
36231.06,3992,698,21546.62,1.56,Premium,17,35,7,292.72,4,Stylish,High,Poor,Medium,Medium,High
22750.37,180,70,4235.47,4.21,Premium,2,33,129,251.06,3,Innovative,Medium,Excellent,Short,Medium,Medium
48892.08,3694,141,40669.47,4.86,Standard,28,46,120,301.07,1,Stylish,Very High,Excellent,Very Long,High,Low
38154.87,1856,721,76041.94,3.26,Premium,5,48,119,142.53,1,Durable,Very High,Good,Short,High,Low
30376.69,3268,981,90196.12,4.35,Basic,21,36,196,398.9,4,Innovative,High,Excellent,Long,Medium,High
36320.22,796,867,49593.67,4.49,Standard,17,23,184,268.97,3,Affordable,High,Excellent,Medium,Low,Medium
45384.46,1085,157,96616.46,4.77,Basic,17,42,99,302.53,3,Innovative,Very High,Excellent,Medium,High,Medium
16355.79,1758,215,96555.71,2.92,Basic,3,53,20,229.05,2,Stylish,Medium,Good,Short,High,Low
30103.71,4423,315,80595.15,4.03,Premium,6,51,49,254.46,1,Affordable,High,Excellent,Short,High,Low
31890.41,430,825,67377.6,3.43,Standard,25,18,8,64.12,3,Stylish,High,Good,Long,Low,Medium
20949.34,3391,431,85228.79,4.93,Standard,3,49,150,432.06,1,Innovative,Medium,Excellent,Short,High,Low
1806.7,2900,948,43762.56,4.74,Premium,8,48,70,370.93,2,Durable,Low,Excellent,Short,High,Low
31521.06,4582,823,21585.3,4.73,Standard,31,21,17,67.64,3,Stylish,High,Excellent,Very Long,Low,Medium
34101.59,865,682,65416.08,0.93,Basic,25,24,144,205.77,3,Stylish,High,Poor,Long,Low,Medium
6626.71,616,245,69021.43,3.44,Premium,23,50,139,458.36,4,Durable,Low,Good,Long,High,High
46680.43,2171,458,98670.62,3.17,Basic,19,18,37,150.41,4,Innovative,Very High,Good,Long,Low,High
14111.62,2793,407,77812.3,1.14,Premium,34,22,159,305.91,1,Innovative,Medium,Poor,Very Long,Low,Low
35148.04,682,357,65651.91,4.76,Standard,8,58,129,105.18,4,Stylish,High,Excellent,Short,Very High,High
12768.68,772,426,7532.12,4.53,Standard,12,55,136,212.12,3,Innovative,Low,Excellent,Medium,Very High,Medium
780.49,2353,175,91782.63,1.08,Premium,31,23,128,196.53,2,Innovative,Low,Poor,Very Long,Low,Low
48141.52,3513,136,57378.49,3.26,Basic,27,10,89,77.63,1,Stylish,Very High,Good,Long,Low,Low
22904.1,1896,871,34720.83,0.69,Basic,30,19,160,426.98,3,Affordable,Medium,Poor,Very Long,Low,Medium
13788.0,4673,865,51329.47,2.65,Premium,35,64,52,447.81,1,Durable,Medium,Average,Very Long,Very High,Low
18051.92,4013,997,22440.05,4.04,Basic,10,36,72,246.12,4,Durable,Medium,Excellent,Medium,Medium,High
47682.72,3074,534,99753.09,3.35,Standard,32,39,116,252.69,4,Innovative,Very High,Good,Very Long,Medium,High
15803.45,3687,364,80416.95,1.93,Standard,26,55,140,270.47,2,Durable,Medium,Average,Long,Very High,Low
48590.08,560,234,1130.65,2.42,Standard,17,12,166,395.06,3,Durable,Very High,Average,Medium,Low,Medium
17107.75,3384,480,60883.82,2.62,Basic,27,22,15,376.29,3,Stylish,Medium,Average,Long,Low,Medium
15316.57,280,110,3406.32,1.42,Standard,27,60,162,418.05,4,Affordable,Medium,Poor,Long,Very High,High
44946.55,4096,10,98886.96,0.95,Premium,11,19,199,479.68,2,Innovative,Very High,Poor,Medium,Low,Low
12171.69,4781,548,86439.38,4.59,Basic,24,36,101,69.29,4,Durable,Low,Excellent,Long,Medium,High
45013.96,2084,543,65600.27,1.46,Premium,29,34,113,59.08,2,Durable,Very High,Poor,Very Long,Medium,Low
48585.01,2537,957,65129.6,4.78,Basic,34,54,135,80.29,4,Durable,Very High,Excellent,Very Long,High,High
49017.86,4026,181,28721.47,1.77,Basic,9,26,26,63.03,2,Innovative,Very High,Average,Short,Medium,Low
41663.19,462,113,56120.02,4.66,Premium,32,46,179,495.49,1,Durable,Very High,Excellent,Very Long,High,Low
47278.92,4354,489,72010.2,4.53,Basic,28,41,160,339.06,1,Innovative,Very High,Excellent,Very Long,High,Low
28236.35,1131,673,98540.43,3.65,Standard,8,30,75,309.71,3,Innovative,High,Good,Short,Medium,Medium
16569.44,4246,939,38851.96,0.73,Basic,22,23,167,437.25,2,Innovative,Medium,Poor,Long,Low,Low
5743.46,1583,776,92420.22,3.83,Premium,7,39,14,297.56,4,Durable,Low,Good,Short,Medium,High
28770.37,2352,439,1049.04,1.93,Premium,17,13,51,211.1,3,Stylish,High,Average,Medium,Low,Medium
32739.39,2312,381,22800.89,3.31,Premium,8,16,53,224.21,2,Affordable,High,Good,Short,Low,Low
13479.25,1462,887,34576.42,1.68,Premium,3,31,4,455.94,3,Stylish,Medium,Average,Short,Medium,Medium
6265.43,4800,914,80081.77,1.33,Basic,35,66,54,142.39,1,Innovative,Low,Poor,Very Long,Very High,Low
34422.46,1973,842,92190.37,4.98,Premium,20,16,71,360.91,2,Durable,High,Excellent,Long,Low,Low
40382.6,4144,325,49434.65,3.24,Standard,3,35,1,334.09,4,Affordable,Very High,Good,Short,Medium,High
2173.34,3242,875,77487.29,4.15,Premium,15,15,91,215.44,1,Innovative,Low,Excellent,Medium,Low,Low
27533.89,1113,988,78874.39,1.54,Standard,26,25,55,59.63,4,Stylish,High,Poor,Long,Medium,High
10032.98,2112,504,85948.85,1.98,Standard,6,42,15,437.58,1,Durable,Low,Average,Short,High,Low
32369.59,4712,212,69691.76,1.49,Basic,21,62,86,341.33,4,Innovative,High,Poor,Long,Very High,High
17104.75,4368,503,11198.47,4.89,Basic,7,47,116,272.7,2,Durable,Medium,Excellent,Short,High,Low
3405.22,2737,664,81395.68,2.33,Standard,20,18,166,196.07,2,Stylish,Low,Average,Long,Low,Low
29156.88,4219,40,40868.7,4.79,Basic,14,18,140,282.65,4,Affordable,High,Excellent,Medium,Low,High
46918.2,2255,369,26823.37,3.78,Standard,30,32,122,68.71,1,Stylish,Very High,Good,Very Long,Medium,Low
3034.14,4193,919,59818.48,4.56,Premium,35,46,107,231.83,3,Durable,Low,Excellent,Very Long,High,Medium
18536.46,3487,170,45387.09,4.34,Standard,20,44,123,476.85,1,Durable,Medium,Excellent,Long,High,Low
11659.19,2776,740,93784.09,3.19,Standard,4,65,119,84.04,4,Innovative,Low,Good,Short,Very High,High
31447.28,4290,861,79268.82,2.71,Basic,3,66,69,80.72,4,Affordable,High,Average,Short,Very High,High
27962.31,59,397,62288.21,0.81,Premium,34,37,142,165.95,3,Durable,High,Poor,Very Long,Medium,Medium
40160.23,3676,418,11942.85,1.27,Premium,22,21,183,486.48,4,Innovative,Very High,Poor,Long,Low,High
23608.14,1541,530,8218.46,3.28,Standard,5,54,38,118.98,2,Stylish,Medium,Good,Short,High,Low
14718.04,4492,706,27630.09,3.63,Basic,18,34,11,231.46,2,Affordable,Medium,Good,Medium,Medium,Low
10715.76,2915,424,18312.68,2.98,Basic,11,66,196,373.91,3,Affordable,Low,Good,Medium,Very High,Medium
49953.01,2166,493,64091.71,0.83,Premium,21,46,191,165.51,1,Stylish,Very High,Poor,Long,High,Low
46015.13,609,337,38656.28,2.28,Premium,8,33,119,245.78,2,Stylish,Very High,Average,Short,Medium,Low
36232.82,2623,270,78525.33,2.68,Premium,30,17,24,51.18,3,Stylish,High,Average,Very Long,Low,Medium
20649.86,146,302,71138.53,3.55,Basic,25,65,87,203.75,1,Affordable,Medium,Good,Long,Very High,Low
35136.44,4003,489,91492.28,3.59,Basic,24,52,61,464.99,2,Affordable,High,Good,Long,High,Low
18211.16,1158,687,17677.37,1.2,Basic,32,25,111,102.69,2,Durable,Medium,Poor,Very Long,Medium,Low
27516.6,2035,759,68042.16,4.79,Premium,35,30,2,434.69,3,Durable,High,Excellent,Very Long,Medium,Medium
31389.53,1373,998,28562.96,3.46,Basic,27,35,101,237.64,4,Innovative,High,Good,Long,Medium,High
33928.85,3915,926,11733.07,3.02,Basic,4,65,153,426.88,2,Durable,High,Good,Short,Very High,Low
27221.17,2177,249,25684.28,3.46,Standard,31,65,119,238.96,4,Innovative,High,Good,Very Long,Very High,High
